Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
tetrodotoxine	Metabolite	chebi:9506	""					wikidata:Q379842	chebi:9506	inchikey:CFMYXEVWODSLAX-QYIGHCJRSA-N	pubchem.compound:6324668	chemspider:21248349		kegg.compound:C11692	
Na⁺	Metabolite	chebi:29101	""					wikidata:Q3154110	chebi:29101	inchikey:FKNQFGJONOIPTF-UHFFFAOYSA-N	pubchem.compound:923	chemspider:899	hmdb:HMDB0000588	kegg.compound:C01330	
NH3(+)	Metabolite	chebi:29421	""					wikidata:Q27110062	chebi:29421	inchikey:FXDYOSCCLBVICI-UHFFFAOYSA-N	pubchem.compound:5460590	chemspider:4574088			
arginine monocation	Metabolite	chebi:32696	""					wikidata:Q27115073	chebi:32696	inchikey:ODKSFYDXXFIFQN-UHFFFAOYSA-O	pubchem.compound:5231987;pubchem.compound:4473077;pubchem.compound:22726443;pubchem.compound:59905797	chemspider:3671407			
[CO2](.-)	Metabolite	chebi:29325	""					wikidata:Q27110012	chebi:29325	inchikey:ORTFAQDWJHRMNX-UHFFFAOYSA-M	pubchem.compound:6857677				
Na+	Metabolite	chebi:29101	""					wikidata:Q3154110	chebi:29101	inchikey:FKNQFGJONOIPTF-UHFFFAOYSA-N	pubchem.compound:923	chemspider:899	hmdb:HMDB0000588	kegg.compound:C01330	
AKAP7	GeneProduct	ensembl:ENSG00000118507	""	ensembl:ENSG00000118507	ncbigene:9465	hgnc.symbol:AKAP7	uniprot:O43687;uniprot:F5H4P9;uniprot:J3KN37;uniprot:A0A804HI88;uniprot:Q2TAJ5;uniprot:F5GXD1;uniprot:Q9P0M2								
PRKACA	GeneProduct	ensembl:ENSG00000072062	""	ensembl:ENSG00000072062	ncbigene:5566	hgnc.symbol:PRKACA	uniprot:A0A8V8TL59;uniprot:A0A024R7J0;uniprot:P17612;uniprot:A0A7I2YQ82;uniprot:K7EMV1;uniprot:K7ERP6;uniprot:Q15136;uniprot:K7ENJ5;uniprot:B7Z708;uniprot:A0A7I2V5J4								
PRKCA	GeneProduct	ensembl:ENSG00000154229	""	ensembl:ENSG00000154229	ncbigene:5578	hgnc.symbol:PRKCA	uniprot:J3KN97;uniprot:L7RSM7;uniprot:P17252;uniprot:J3KRN5								
Nav DI	Protein	interpro:PF00520	""												
Nav DII	Protein	interpro:PF00520	""												
Nav DIII	Protein	interpro:PF00520	""												
Nav DIV	Protein	interpro:PF00520	""												
SCN1B	Protein	interpro:Q07699	""												
