Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
CG3961	GeneProduct	ncbigene:40056	""	ensembl:FBgn0036821	ncbigene:40056		uniprot:E2QCY2;uniprot:C4XVE5;uniprot:Q960G4;uniprot:M9PCX4;uniprot:Q95R88;uniprot:Q9VVT8								
CG4598	GeneProduct	ncbigene:34315	""	ensembl:FBgn0032160	ncbigene:34315		uniprot:Q9VL68								
CG4389	GeneProduct	ncbigene:34276	"similiar to: ECHA_RAT"	ensembl:FBgn0028479	ncbigene:34276		uniprot:Q8IPE8;uniprot:Q9V397								
Arc42	GeneProduct	ncbigene:42364	""	ensembl:FBgn0038742	ncbigene:42364		uniprot:Q9VDT1								
CG12262	GeneProduct	ncbigene:38864	""	ensembl:FBgn0035811	ncbigene:38864		uniprot:Q9VSA3;uniprot:G3KKP7								
l(2)44DEa	GeneProduct	ncbigene:46068	""	ensembl:FBgn0263120	ncbigene:46068		uniprot:Q960I0;uniprot:Q86NS4;uniprot:H1UUA9;uniprot:A0A0B4KFE4;uniprot:A1Z7H2;uniprot:A1Z7H3;uniprot:Q8T3L1								
CG2107	GeneProduct	ncbigene:38355	""	ensembl:FBgn0035383	ncbigene:38355		uniprot:Q8MQY1;uniprot:Q9VZW7								
CPTI	GeneProduct	ncbigene:36109	""	ensembl:FBgn0261862	ncbigene:36109		uniprot:Q9V3K9;uniprot:Q7JQH9								
colt	GeneProduct	ncbigene:33470	""	ensembl:FBgn0019830	ncbigene:33470		uniprot:Q9VQG4								
CG7461	GeneProduct	ncbigene:37217	""	ensembl:FBgn0034432	ncbigene:37217		uniprot:C9QPI7;uniprot:A1ZBJ2								
ScpX	GeneProduct	ncbigene:44183	""	ensembl:FBgn0015808	ncbigene:44183		uniprot:Q24506;uniprot:Q24507;uniprot:Q9VJ43								
