Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Cftr	GeneProduct	ensembl:ENSRNOG00000055103		ensembl:ENSRNOG00000055103	ncbigene:24255		uniprot:A0A0G2K3B1			
YAP	GeneProduct	ensembl:ENSRNOG00000005933		ensembl:ENSRNOG00000005933	ncbigene:363014		uniprot:A0A0G2K0Y6;uniprot:Q2EJA0;uniprot:R9PXS9			
ENaCa	GeneProduct	ensembl:ENSRNOG00000019368;								
Cftr	GeneProduct	ensembl:ENSRNOG00000055103		ensembl:ENSRNOG00000055103	ncbigene:24255		uniprot:A0A0G2K3B1			
ENaCb	GeneProduct	ensembl:ENSRNOG00000030981		ensembl:ENSRNOG00000030981	ncbigene:24767		uniprot:B8QP48			
NHERF1	GeneProduct	ensembl:ENSRNOG00000003232		ensembl:ENSRNOG00000003232	ncbigene:59114		uniprot:Q9JJ19			
NHERF1	GeneProduct	ensembl:ENSRNOG00000003232		ensembl:ENSRNOG00000003232	ncbigene:59114		uniprot:Q9JJ19			
Cftr	GeneProduct	ensembl:ENSRNOG00000055103		ensembl:ENSRNOG00000055103	ncbigene:24255		uniprot:A0A0G2K3B1			
NHERF1	GeneProduct	ensembl:ENSRNOG00000003232		ensembl:ENSRNOG00000003232	ncbigene:59114		uniprot:Q9JJ19			
Cftr	GeneProduct	ensembl:ENSRNOG00000055103		ensembl:ENSRNOG00000055103	ncbigene:24255		uniprot:A0A0G2K3B1			
YAP	GeneProduct	ensembl:ENSRNOG00000005933		ensembl:ENSRNOG00000005933	ncbigene:363014		uniprot:A0A0G2K0Y6;uniprot:Q2EJA0;uniprot:R9PXS9			
NHERF1	GeneProduct	ensembl:ENSRNOG00000003232		ensembl:ENSRNOG00000003232	ncbigene:59114		uniprot:Q9JJ19			
CAL	GeneProduct	ensembl:ENSRNOG0000000408								
YAP	GeneProduct	ensembl:ENSRNOG00000005933		ensembl:ENSRNOG00000005933	ncbigene:363014		uniprot:A0A0G2K0Y6;uniprot:Q2EJA0;uniprot:R9PXS9			
ENaCg	GeneProduct	ensembl:ENSRNOG00000017842		ensembl:ENSRNOG00000017842	ncbigene:24768		uniprot:G3V8A6			
Cftr	GeneProduct	ensembl:ENSRNOG00000055103		ensembl:ENSRNOG00000055103	ncbigene:24255		uniprot:A0A0G2K3B1			
c-Yes	GeneProduct	ncbigene:292256								
CAL	GeneProduct	ensembl:ENSRNOG0000000408								
Cftr	GeneProduct	ensembl:ENSRNOG00000055103		ensembl:ENSRNOG00000055103	ncbigene:24255		uniprot:A0A0G2K3B1			
NHERF1	GeneProduct	ensembl:ENSRNOG00000003232		ensembl:ENSRNOG00000003232	ncbigene:59114		uniprot:Q9JJ19			
c-Yes	GeneProduct	ncbigene:292256								
