Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
L-phenylalanine	Metabolite	cas:63-91-2	""					wikidata:Q170545;wikidata:Q106345467	chebi:58095;chebi:17295	inchikey:COLNVLDHVKWLRT-QMMMGPOBSA-N	pubchem.compound:6140;pubchem.compound:6925665	chemspider:5910	hmdb:HMDB0000159	kegg.compound:C00079	
H₂O	Metabolite	chemspider:937	""					wikidata:Q283	chebi:15377	inchikey:XLYOFNOQVPJJNP-UHFFFAOYSA-N	pubchem.compound:22247451;pubchem.compound:962	chemspider:937	hmdb:HMDB0002111	kegg.compound:C00001	
phenylacetaldehyde	Metabolite	cas:122-78-1	""					wikidata:Q424998	chebi:16424	inchikey:DTUQWGWMVIHBKE-UHFFFAOYSA-N	pubchem.compound:998	chemspider:13876539	hmdb:HMDB0006236	kegg.compound:C00601	
phenylpyruvate	Metabolite	chemspider:3784710	""					wikidata:Q27102755	chebi:18005	inchikey:BTNMPGBKDVTSJY-UHFFFAOYSA-M	pubchem.compound:4592697	chemspider:3784710	hmdb:HMDB0304081		
L-glutamate	Metabolite	cas:56-86-0	""					wikidata:Q26995161	chebi:16015	inchikey:WHUUTDBJXJRKMK-VKHMYHEASA-N	pubchem.compound:44272391;pubchem.compound:88747398;pubchem.compound:33032	chemspider:30572	hmdb:HMDB0000148	kegg.compound:C00025	
2-oxoglutarate	Metabolite	chemspider:144236	""					wikidata:Q27102088	chebi:16810	inchikey:KPGXRSRHYNQIFN-UHFFFAOYSA-L	pubchem.compound:164533	chemspider:144236			
phenylethanol	Metabolite	chemspider:5830	""					wikidata:Q209463	chebi:49000	inchikey:WRMNZCZEMHIOCP-UHFFFAOYSA-N	pubchem.compound:6054	chemspider:5830	hmdb:HMDB0033944	kegg.compound:C05853	
L-alanine	Metabolite	chebi:57972	""					wikidata:Q218642;wikidata:Q106345485	chebi:16977;chebi:57972	inchikey:QNAYBMKLOCPYGJ-REOHCLBHSA-N	pubchem.compound:5950;pubchem.compound:7311724	chemspider:5735	hmdb:HMDB0000161	kegg.compound:C00041	
pyruvate	Metabolite	chebi:15361	""					wikidata:Q27089397	chebi:15361	inchikey:LCTONWCANYUPML-UHFFFAOYSA-M	pubchem.compound:107735	chemspider:96901			
ADH3	GeneProduct	sgd:S000004688	""	ensembl:YMR083W	ncbigene:855107		uniprot:P07246								
ARO10	GeneProduct	sgd:S000002788	""	ensembl:YDR380W	ncbigene:851987		uniprot:Q06408								
PDC1	GeneProduct	sgd:S000004034	""	ensembl:YLR044C	ncbigene:850733		uniprot:P06169								
PDC6	GeneProduct	sgd:S000003319	""	ensembl:YGR087C	ncbigene:852978		uniprot:P26263								
PDC5	GeneProduct	sgd:S000004124	""	ensembl:YLR134W	ncbigene:850825		uniprot:P16467								
ADH4	GeneProduct	sgd:S000003225	""	ensembl:YGL256W	ncbigene:852636		uniprot:P10127								
ARO9	GeneProduct	sgd:S000001179	""	ensembl:YHR137W	ncbigene:856539		uniprot:P38840								
ADH5	GeneProduct	sgd:S000000349	""	ensembl:YBR145W	ncbigene:852442		uniprot:P38113								
HIS5	GeneProduct	sgd:S000001378	""	ensembl:YIL116W	ncbigene:854690		uniprot:P07172								
SFA1	GeneProduct	sgd:S000002327	""	ensembl:YDL168W	ncbigene:851386		uniprot:P32771								
ADH1	GeneProduct	sgd:S000005446	""	ensembl:YOL086C	ncbigene:854068		uniprot:P00330								
ADH2	GeneProduct	sgd:S000004918	""	ensembl:YMR303C	ncbigene:855349		uniprot:P00331								
ARO8	GeneProduct	sgd:S000003170	""	ensembl:YGL202W	ncbigene:852672		uniprot:P53090								
