ID	Database	Citation
3839598	Pubmed	"Sequence and structure of a human glucose transporter. Mueckler M, Caruso C, Baldwin SA, Panico M, Blench I, Morris HR, et al. Science. 1985 Sep 6;229(4717):941–5.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/3839598"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/3839598"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/3839598"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15048898	Pubmed	"The ketogenic diet increases mitochondrial uncoupling protein levels and activity. Sullivan PG, Rippy NA, Dorenbos K, Concepcion RC, Agarwal AK, Rho JM. Ann Neurol. 2004 Apr;55(4):576–80.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15048898"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15048898"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/15048898"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15888376	Pubmed	"Response of brain amino acid metabolism to ketosis. Yudkoff M, Daikhin Y, Nissim I, Horyn O, Lazarow A, Luhovyy B, et al. Neurochem Int. 2005 Jul;47(1–2):119–28.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15888376"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15888376"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/15888376"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16959573	Pubmed	"SIRT4 inhibits glutamate dehydrogenase and opposes the effects of calorie restriction in pancreatic beta cells. Haigis MC, Mostoslavsky R, Haigis KM, Fahie K, Christodoulou DC, Murphy AJ, et al. Cell. 2006 Sep 8;126(5):941–54.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16959573"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16959573"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16959573"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17403035	Pubmed	"Ketone bodies are protective against oxidative stress in neocortical neurons. Kim DY, Davis LM, Sullivan PG, Maalouf M, Simeone TA, van Brederode J, et al. J Neurochem. 2007 Jun;101(5):1316–26.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17403035"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17403035"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/17403035"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
19049603	Pubmed	"The contribution of norepinephrine and orexigenic neuropeptides to the anticonvulsant effect of the ketogenic diet. Weinshenker D. Epilepsia. 2008 Nov;49 Suppl 8:104–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19049603"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/19049603"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/19049603"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21371020	Pubmed	"The ketogenic diet inhibits the mammalian target of rapamycin (mTOR) pathway. McDaniel SS, Rensing NR, Thio LL, Yamada KA, Wong M. Epilepsia. 2011 Mar;52(3):e7-11.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21371020"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21371020"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/21371020"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21653873	Pubmed	"Single K ATP channel opening in response to action potential firing in mouse dentate granule neurons. Tanner GR, Lutas A, Martínez-François JR, Yellen G. J Neurosci. 2011 Jun 8;31(23):8689–96.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21653873"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21653873"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/21653873"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22078747	Pubmed	"Modulation of oxidative stress and mitochondrial function by the ketogenic diet. Milder J, Patel M. Epilepsy Res. 2012 Jul;100(3):295–303.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22078747"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22078747"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/22078747"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23223453	Pubmed	"Suppression of oxidative stress by β-hydroxybutyrate, an endogenous histone deacetylase inhibitor. Shimazu T, Hirschey MD, Newman J, He W, Shirakawa K, Le Moan N, et al. Science. 2013 Jan 11;339(6116):211–4.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23223453"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23223453"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/23223453"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
