Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
CDKN1A	GeneProduct	ncbigene:12575		ensembl:ENSMUSG00000023067	ncbigene:12575		uniprot:P39689;uniprot:Q564P6			
MAPK14	GeneProduct	ncbigene:26416		ensembl:ENSMUSG00000053436	ncbigene:26416		uniprot:A0A3B2WAZ7;uniprot:P47811;uniprot:A0A3B2WB60;uniprot:Q5U421;uniprot:B2KF34			
MYF5	GeneProduct	ncbigene:17877		ensembl:ENSMUSG00000000435	ncbigene:17877		uniprot:P24699;uniprot:A2RSK4			
MYF6	GeneProduct	ncbigene:17878		ensembl:ENSMUSG00000035923	ncbigene:17878		uniprot:Q0VEJ7;uniprot:P15375			
Notch-pathway	GeneProduct	ncbigene:18128		ensembl:ENSMUSG00000026923	ncbigene:18128		uniprot:A2AIX5;uniprot:Q01705			
PHD2	GeneProduct	ncbigene:112405		ensembl:ENSMUSG00000031987	ncbigene:112405		uniprot:Q91YE3			
CDNK1B	GeneProduct	ncbigene:12576		ensembl:ENSMUSG00000003031	ncbigene:12576		uniprot:P46414			
HIF1AN	GeneProduct	ncbigene:319594		ensembl:ENSMUSG00000036450	ncbigene:319594		uniprot:Q8BLR9			
HIF1A	GeneProduct	ncbigene:15251		ensembl:ENSMUSG00000021109	ncbigene:15251		uniprot:A0A0R4J1E9;uniprot:A0A0R4J1F0;uniprot:Q61221			
MYH	GeneProduct	ncbigene:17879		ensembl:ENSMUSG00000056328	ncbigene:17879		uniprot:Q5SX40;uniprot:Q1WNQ6			
MYOG	GeneProduct	ncbigene:17928		ensembl:ENSMUSG00000026459	ncbigene:17928		uniprot:P12979			
BHLHE40	GeneProduct	ncbigene:20893		ensembl:ENSMUSG00000030103	ncbigene:20893		uniprot:O35185;uniprot:Q542A5;uniprot:E9Q2C3			
VEGF	GeneProduct	ncbigene:22339		ensembl:ENSMUSG00000023951	ncbigene:22339		uniprot:F8WH10;uniprot:Q00731;uniprot:F8WH81;uniprot:E9Q4N8;uniprot:E9Q4N9			
HGF	GeneProduct	ncbigene:17928		ensembl:ENSMUSG00000026459	ncbigene:17928		uniprot:P12979			
