Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Acetyl-CoA	Metabolite	chebi:57288	""					wikidata:Q27124397	chebi:57288	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-J	pubchem.compound:45266541	chemspider:26330682			
Acetate	Metabolite	chebi:30089	""					wikidata:Q9154808	chebi:30089	inchikey:QTBSBXVTEAMEQO-UHFFFAOYSA-M	pubchem.compound:175	chemspider:170		kegg.compound:C00033	
Choline	Metabolite	chebi:15354	""					wikidata:Q193166	chebi:15354	inchikey:OEYIOHPDSNJKLS-UHFFFAOYSA-N	pubchem.compound:305	chemspider:299	hmdb:HMDB0000097	kegg.compound:C00114	
Acetylcholine 	Metabolite	chebi:15355	""					wikidata:Q180623	chebi:15355	inchikey:OIPILFWXSMYKGL-UHFFFAOYSA-N	pubchem.compound:187	chemspider:182	hmdb:HMDB0000895	kegg.compound:C01996	
Choline 	Metabolite	chebi:15354	""					wikidata:Q193166	chebi:15354	inchikey:OEYIOHPDSNJKLS-UHFFFAOYSA-N	pubchem.compound:305	chemspider:299	hmdb:HMDB0000097	kegg.compound:C00114	
Glycerophosphocholine 	Metabolite	chebi:36313	""					wikidata:Q63436497	chebi:36313						lipidmaps:LMGP01
Posphatidylcholines 	Metabolite	chebi:49183	""					wikidata:Q75026757	chebi:49183					kegg.compound:C00157	
Posphatidylethanolamines 	Metabolite	chebi:16038	""					wikidata:Q426095	chebi:16038					kegg.compound:C00350	lipidmaps:LMGP02010000
Cytidine diphosphate choline	Metabolite	chebi:16436	""					wikidata:Q28529682	chebi:16436	inchikey:RZZPDXZPRHQOCG-OJAKKHQRSA-N	pubchem.compound:76963096;pubchem.compound:11583971;pubchem.compound:13804	chemspider:13207	hmdb:HMDB0001413	kegg.compound:C00307	
Phosphorylcholine	Metabolite	chebi:18132	""					wikidata:Q27982692;wikidata:Q576895	chebi:61040;chebi:18132	inchikey:PYJNAPOPMIJKJZ-UHFFFAOYSA-N;inchikey:YHHSONZFOIEMCP-UHFFFAOYSA-O	pubchem.compound:7886;pubchem.compound:131675055;pubchem.compound:1014	chemspider:989;chemspider:7598	hmdb:HMDB0001565	kegg.compound:C00588	
chat	GeneProduct	ncbigene:100170938	""	ensembl:ENSDARG00000015854	ncbigene:100170938		uniprot:A0A2C9F1G9;uniprot:B2ZGJ1								
chka	GeneProduct	ensembl:ENSDARG00000041078	""	ensembl:ENSDARG00000041078	ncbigene:558499		uniprot:Q1LWF1;uniprot:Q1LWF2								
ache	GeneProduct	ncbigene:114549	""	ensembl:ENSDARG00000031796	ncbigene:114549		uniprot:Q9DDE3;uniprot:B3DKL4								
pemt	GeneProduct	ncbigene:393127	""												
pcyt1aa	GeneProduct	ncbigene:550327	""	ensembl:ENSDARG00000011233	ncbigene:550327		uniprot:A8E7K4								
pdha1a	GeneProduct	ncbigene:406702	""	ensembl:ENSDARG00000012387	ncbigene:406702		uniprot:Q6P948;uniprot:A0A0R4IT09								
