Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
H⁺	Metabolite	chebi:24636	"Synonym: proton"					wikidata:Q2294	chebi:24636	inchikey:GPRLSGONYQIRFK-FTGQXOHASA-N	pubchem.compound:5460653			kegg.compound:C00080	
indole-3-acetic acid	Metabolite	chebi:16411	"Synonym: IAA"					wikidata:Q411208	chebi:16411	inchikey:SEOVTRFCIGRIMH-UHFFFAOYSA-N	pubchem.compound:802	chemspider:780	hmdb:HMDB0000197	kegg.compound:C00954	
indole-3-acetate	Metabolite	chebi:30854	"Synonym: IAA(-) ion"					wikidata:Q27104160	chebi:30854	inchikey:SEOVTRFCIGRIMH-UHFFFAOYSA-M	pubchem.compound:801	chemspider:779	hmdb:HMDB0302181		
(H⁺)x2	Metabolite	chebi:24636	"Synonym: proton"					wikidata:Q2294	chebi:24636	inchikey:GPRLSGONYQIRFK-FTGQXOHASA-N	pubchem.compound:5460653			kegg.compound:C00080	
PIN3	GeneProduct	ensembl:AT1G23080	"Auxin efflux carrier family protein"	ensembl:AT1G23080	ncbigene:838916		uniprot:A8MQX0;uniprot:A0A5S9VNI1;uniprot:Q940Y5								
PIN2	GeneProduct	ensembl:AT5G57090	"Auxin efflux carrier family protein"	ensembl:AT5G57090	ncbigene:835813		uniprot:Q67YW0;uniprot:Q9LU77;uniprot:A0A384LBE9;uniprot:A0A1P8BDV9								
PIN4	GeneProduct	ensembl:AT5G15100	"Auxin efflux carrier family protein"	ensembl:AT5G15100	ncbigene:831362		uniprot:Q9LFP6								
PIN1	GeneProduct	ensembl:AT1G73590	"Auxin efflux carrier family protein"	ensembl:AT1G73590	ncbigene:843693		uniprot:Q9C6B8;uniprot:A0A178WFG7								
PIN7	GeneProduct	ensembl:AT1G70940	"Auxin efflux carrier family protein"	ensembl:AT1G70940	ncbigene:843432		uniprot:A0A384KH77;uniprot:Q9S7Z8;uniprot:Q0WV81								
LAX1	GeneProduct	ensembl:AT5G01240	" Auxin influx transporter"	ensembl:AT5G01240	ncbigene:831866		uniprot:F4K7Z8;uniprot:Q9LFB2								
LAX3	GeneProduct	ensembl:AT1G77690	" Auxin influx transporter"	ensembl:AT1G77690	ncbigene:844105		uniprot:Q9CA25;uniprot:A0A178W1L1								
LAX2	GeneProduct	ensembl:AT2G21050	" Auxin influx transporter"	ensembl:AT2G21050	ncbigene:816640		uniprot:Q9S836								
AUX1	GeneProduct	ensembl:AT2G38120	"Auxin influx transporter"	ensembl:AT2G38120	ncbigene:818390		uniprot:A0A178VZ45;uniprot:A0A1P8B1Q8;uniprot:Q96247								
