Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
LDLR	GeneProduct	ncbigene:455722		ensembl:ENSPTRG00000010490	ncbigene:455722		uniprot:A0A2I3RPX8;uniprot:H2QFC9;uniprot:A0A2I3SXA6;uniprot:A0A2I3SE15;uniprot:A0A2I3T9W5			
WNT1	GeneProduct	ncbigene:742674		ensembl:ENSPTRG00000004893	ncbigene:742674		uniprot:A0A2J8LQ70;uniprot:A0A6D2WAS8			
WNT2	GeneProduct	ncbigene:463673		ensembl:ENSPTRG00000019617	ncbigene:463673		uniprot:K7B9K0;uniprot:A0A663DHQ6;uniprot:Q2QLE7			
WNT2B	GeneProduct	ncbigene:457103		ensembl:ENSPTRG00000001108	ncbigene:457103		uniprot:H2PZP0;uniprot:A0A6D2WNU9;uniprot:A0A6D2X7S6;uniprot:A0A2I3SCR3;uniprot:H2RAM0			
WNT3	GeneProduct	ncbigene:468297								
WNT3A	GeneProduct	ncbigene:469698								
WNT4	GeneProduct	ncbigene:469212		ensembl:ENSPTRG00000052708	ncbigene:469212		uniprot:K7BKB4;uniprot:A0A6D2XX21			
WNT5B	GeneProduct	ncbigene:467191		ensembl:ENSPTRG00000004519	ncbigene:467191		uniprot:A0A6D2Y9Z7;uniprot:H2QMT4;uniprot:H2Q569;uniprot:A0A2I3REN1;uniprot:A0A2I3RV50;uniprot:A0A6D2XCK4			
WNT10A	GeneProduct	ncbigene:459952		ensembl:ENSPTRG00000012931	ncbigene:459952		uniprot:H2QJF8;uniprot:A0A6D2VWC9			
WNT10B	GeneProduct	ncbigene:451870		ensembl:ENSPTRG00000004892	ncbigene:451870		uniprot:A0A6D2XFG0;uniprot:A0A2I3SIE7;uniprot:A0A2J8LQ46;uniprot:A0A6D2WR08			
WNT11	GeneProduct	ncbigene:451431		ensembl:ENSPTRG00000004090	ncbigene:451431		uniprot:A0A6D2X9Y2;uniprot:H2Q4F7			
WNT16	GeneProduct	ncbigene:737375		ensembl:ENSPTRG00000019627	ncbigene:737375		uniprot:A0A6D2Y550;uniprot:H2QVA4;uniprot:A0A2I3RTN0;uniprot:A0A6D2XBQ6			
WNT16	GeneProduct	ncbigene:737375		ensembl:ENSPTRG00000019627	ncbigene:737375		uniprot:A0A6D2Y550;uniprot:H2QVA4;uniprot:A0A2I3RTN0;uniprot:A0A6D2XBQ6			
FZD1	GeneProduct	ncbigene:463524		ensembl:ENSPTRG00000045634	ncbigene:463524		uniprot:A0A2I3TEZ3;uniprot:A0A2I3T2Q7			
FZD10	GeneProduct	ncbigene:467160		ensembl:ENSPTRG00000005632	ncbigene:467160		uniprot:A0A6D2XSM1;uniprot:H2Q772			
FZD9	GeneProduct	ncbigene:472405		ensembl:ENSPTRG00000028542	ncbigene:472405		uniprot:H2R591;uniprot:A0A6D2Y6S8			
FZD8	GeneProduct	ncbigene:466040								
FZD7	GeneProduct	ncbigene:459881		ensembl:ENSPTRG00000049803	ncbigene:459881		uniprot:A0A6D2W2S2;uniprot:A0A2I3TGC6			
FZD6	GeneProduct	ncbigene:464327		ensembl:ENSPTRG00000020490	ncbigene:464327		uniprot:H2R2C6			
FZD5	GeneProduct	ncbigene:470627		ensembl:ENSPTRG00000012855	ncbigene:470627		uniprot:A0A6D2XW24;uniprot:H2QJA9			
SFRP4	GeneProduct	ncbigene:463356		ensembl:ENSPTRG00000019092	ncbigene:463356		uniprot:K7CC23			
FZD3	GeneProduct	ncbigene:472726		ensembl:ENSPTRG00000020122	ncbigene:472726		uniprot:A0A2J8N8E6;uniprot:A0A6D2Y4J0			
