ID	Database	Citation
1592829	Pubmed	"Proline biosynthesis in Saccharomyces cerevisiae: analysis of the PRO3 gene, which encodes delta 1-pyrroline-5-carboxylate reductase. Brandriss MC, Falvey DA. J Bacteriol. 1992 Jun;174(11):3782–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1592829"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1592829"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/1592829"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
2824433	Pubmed	"Gene-enzyme relationships in the proline biosynthetic pathway of Saccharomyces cerevisiae. Tomenchok DM, Brandriss MC. J Bacteriol. 1987 Dec;169(12):5364–72.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2824433"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2824433"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/2824433"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7568152	Pubmed	"Role of the GATA factors Gln3p and Nil1p of Saccharomyces cerevisiae in the expression of nitrogen-regulated genes. Stanbrough M, Rowen DW, Magasanik B. Proc Natl Acad Sci U S A. 1995 Oct 10;92(21):9450–4.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7568152"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7568152"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/7568152"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7891726	Pubmed	"Roles of URE2 and GLN3 in the proline utilization pathway in Saccharomyces cerevisiae. Xu S, Falvey DA, Brandriss MC. Mol Cell Biol. 1995 Apr;15(4):2321–30.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7891726"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7891726"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/7891726"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8622686	Pubmed	"Gat1p, a GATA family protein whose production is sensitive to nitrogen catabolite repression, participates in transcriptional activation of nitrogen-catabolic genes in Saccharomyces cerevisiae. Coffman JA, Rai R, Cunningham T, Svetlov V, Cooper TG. Mol Cell Biol. 1996 Mar;16(3):847–58.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8622686"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8622686"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/8622686"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8816501	Pubmed	"Combinatorial regulation of the Saccharomyces cerevisiae CAR1 (arginase) promoter in response to multiple environmental signals. Smart WC, Coffman JA, Cooper TG. Mol Cell Biol. 1996 Oct;16(10):5876–87.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8816501"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8816501"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/8816501"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9065690	Pubmed	"Integration of the multiple controls regulating the expression of the arginase gene CAR1 of Saccharomyces cerevisiae in response to differentnitrogen signals: role of Gln3p, ArgRp-Mcm1p, and Ume6p. Dubois E, Messenguy F. Mol Gen Genet. 1997 Feb 20;253(5):568–80.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9065690"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9065690"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/9065690"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10559172	Pubmed	"Synergistic operation of the CAR2 (Ornithine transaminase) promoter elements in Saccharomyces cerevisiae. Park HD, Scott S, Rai R, Dorrington R, Cooper TG. J Bacteriol. 1999 Nov;181(22):7052–64.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10559172"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10559172"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/10559172"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10640599	Pubmed	"The role of ammonia metabolism in nitrogen catabolite repression in Saccharomyces cerevisiae. ter Schure EG, van Riel NA, Verrips CT. FEMS Microbiol Rev. 2000 Jan;24(1):67–83.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10640599"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10640599"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10640599"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10809695	Pubmed	"In Saccharomyces cerevisiae, expression of arginine catabolic genes CAR1 and CAR2 in response to exogenous nitrogen availability is mediated by the Ume6 (CargRI)-Sin3 (CargRII)-Rpd3 (CargRIII) complex. Messenguy F, Vierendeels F, Scherens B, Dubois E. J Bacteriol. 2000 Jun;182(11):3158–64.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10809695"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10809695"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/10809695"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
