Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
CD95	GeneProduct	ncbigene:355	""	ensembl:ENSG00000026103	ncbigene:355	hgnc.symbol:FAS	uniprot:P25445;uniprot:A0A8V8TKJ0;uniprot:A0A8V8TKN4;uniprot:A0A8Q3SJI5;uniprot:A0A8Q3WLI5;uniprot:A0A8V8TM64;uniprot:A0A8Q3WLL4;uniprot:A0A8Q3SIR6;uniprot:Q59FU8;uniprot:A0A8Q3WLK6;uniprot:K9J972;uniprot:A0A8Q3WLK1;uniprot:A0A087WTM9;uniprot:A0A8Q3SIY4;uniprot:A0A8Q3WM13								
IL12A	GeneProduct	ncbigene:3592	""	ensembl:ENSG00000168811	ncbigene:3592	hgnc.symbol:IL12A	uniprot:E9PGR3;uniprot:P29459;uniprot:O60595;uniprot:E7ENE1								
IL12B	GeneProduct	ncbigene:3592	""	ensembl:ENSG00000168811	ncbigene:3592	hgnc.symbol:IL12A	uniprot:E9PGR3;uniprot:P29459;uniprot:O60595;uniprot:E7ENE1								
IFNG	GeneProduct	ncbigene:3458	""	ensembl:ENSG00000111537	ncbigene:3458	hgnc.symbol:IFNG	uniprot:A0A7R8GUN6;uniprot:P01579								
IL2	GeneProduct	ncbigene:3558	""	ensembl:ENSG00000109471	ncbigene:3558	hgnc.symbol:IL2	uniprot:Q0GK43;uniprot:P60568								
IL4	GeneProduct	ncbigene:3565	""	ensembl:ENSG00000113520	ncbigene:3565	hgnc.symbol:IL4	uniprot:D4HNR6;uniprot:Q5FC01;uniprot:U3LVN1;uniprot:P05112								
IL5	GeneProduct	ncbigene:3567	""	ensembl:ENSG00000113525	ncbigene:3567	hgnc.symbol:IL5	uniprot:C9JQP9;uniprot:P05113								
IL10	GeneProduct	ncbigene:3586	""	ensembl:ENSG00000136634	ncbigene:3586	hgnc.symbol:IL10	uniprot:A0A590UK12;uniprot:A0A286YEX3;uniprot:Q6FGW4;uniprot:P22301								
CTLA4	GeneProduct	ncbigene:1493	""	ensembl:ENSG00000163599	ncbigene:1493	hgnc.symbol:CTLA4	uniprot:A0A8Q3SIR7;uniprot:A0A8Q3WKZ2;uniprot:P16410								
TGFB	GeneProduct	ncbigene:7040	""	ensembl:ENSG00000105329	ncbigene:7040	hgnc.symbol:TGFB1	uniprot:A0A7I2V5Z9;uniprot:A0A499FJK2;uniprot:A0A7I2YQL8								
VIP	GeneProduct	ncbigene:7432	""	ensembl:ENSG00000146469	ncbigene:7432	hgnc.symbol:VIP	uniprot:P01282;uniprot:H0Y763								
MHCII	GeneProduct	reactome:R-HSA-8951502	""												
TCR	GeneProduct	ncbiprotein:AAA61095	""												
CD80	GeneProduct	ncbigene:941	""	ensembl:ENSG00000121594	ncbigene:941	hgnc.symbol:CD80	uniprot:P33681;uniprot:A0N0P2								
CD86	GeneProduct	ncbigene:942	""	ensembl:ENSG00000114013	ncbigene:942	hgnc.symbol:CD86	uniprot:P42081;uniprot:H7C4F8;uniprot:C9JXS1								
CD28	GeneProduct	ncbigene:940	""	ensembl:ENSG00000178562	ncbigene:940	hgnc.symbol:CD28	uniprot:P10747								
