Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
ego-1	GeneProduct	ensembl:WBGene00001214	""	ensembl:WBGene00001214	ncbigene:172524		uniprot:G5EBQ3								
rde-1	GeneProduct	ensembl:WBGene00004323	""	ensembl:WBGene00004323	ncbigene:179393		uniprot:G5EEH0								
lin-4	GeneProduct	ensembl:WBGene00002993	""	ensembl:WBGene00002993	ncbigene:266860										
DCR-1/Dicer	GeneProduct	ensembl:WBGene00000939	""	ensembl:WBGene00000939	ncbigene:176138		uniprot:P34529								
rrf-2	GeneProduct	ensembl:WBGene00004509	""	ensembl:WBGene00004509	ncbigene:173092		uniprot:G5EFA8								
lin-41	GeneProduct	ensembl:WBGene00003026	""	ensembl:WBGene00003026	ncbigene:172760		uniprot:Q9U489								
lin-14	GeneProduct	ensembl:WBGene00003003	""	ensembl:WBGene00003003	ncbigene:181337		uniprot:Q21446								
ALG-2	GeneProduct	ensembl:WBGene00000106	""	ensembl:WBGene00000106	ncbigene:173468		uniprot:Q86B39;uniprot:O16720								
tsn-1	GeneProduct	ensembl:WBGene00006626	""	ensembl:WBGene00006626	ncbigene:173811		uniprot:Q19328								
PASH-1/DGCR8	GeneProduct	ensembl:WBGene00011908	""	ensembl:WBGene00011908	ncbigene:172950		uniprot:U4PEM4;uniprot:U4PRH5								
rde-4	GeneProduct	ensembl:WBGene00004326	""	ensembl:WBGene00004326	ncbigene:176438		uniprot:G5EBF5								
vig-1	GeneProduct	ensembl:WBGene00006924	""	ensembl:WBGene00006924	ncbigene:173512		uniprot:H2KYR1								
RDE-3/MUT-2	GeneProduct	ensembl:WBGene00003499	""	ensembl:WBGene00003499	ncbigene:187005		uniprot:Q8IA66;uniprot:O44768								
lin-28	GeneProduct	ensembl:WBGene00003014	""	ensembl:WBGene00003014	ncbigene:172626		uniprot:P92186								
DRSH-1/Drosha	GeneProduct	ensembl:WBGene00009163	""	ensembl:WBGene00009163	ncbigene:172830		uniprot:O01326								
mut-16	GeneProduct	ensembl:WBGene00003508	""	ensembl:WBGene00003508	ncbigene:172873		uniprot:Q9U3S5;uniprot:O62011								
RDE-2/MUT-8	GeneProduct	ensembl:WBGene00004324	""	ensembl:WBGene00004324	ncbigene:172473		uniprot:Q19672;uniprot:Q58AA4								
ALG-1	GeneProduct	ensembl:WBGene00000105	""	ensembl:WBGene00000105	ncbigene:181504		uniprot:G5EGR6;uniprot:G5EES3								
rrf-1	GeneProduct	ensembl:WBGene00004508	""	ensembl:WBGene00004508	ncbigene:172523		uniprot:G3MU40;uniprot:G5ECM1								
let-7	GeneProduct	ensembl:WBGene00002285	""	ensembl:WBGene00002285	ncbigene:266952										
ppw-1	GeneProduct	wormbase:C18E3.7	""												
mut-7	GeneProduct	ensembl:WBGene00003504	""	ensembl:WBGene00003504	ncbigene:176347		uniprot:P34607								
rrf-3	GeneProduct	ensembl:WBGene00004510	""	ensembl:WBGene00004510	ncbigene:174315		uniprot:G5EE53								
