Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
chlorophyll b(chlb)	Metabolite	chebi:27888	""					wikidata:Q1943387	chebi:27888	inchikey:NSMUHPMZFPKNMZ-VBYMZDBQSA-M	pubchem.compound:46926108;pubchem.compound:11593175	chemspider:9767935;chemspider:16739843	hmdb:HMDB0031146	kegg.compound:C05307	
pheophorbide a(pheide a)	Metabolite	chebi:38257	""					wikidata:Q63370	chebi:38257	inchikey:OINDWIFDMFYGDX-LDCXZXNSSA-N;inchikey:NSFSLUUZQIAOOX-QEWKCGBTSA-N	pubchem.compound:5323510	chemspider:9225394;chemspider:4739801;chemspider:10343120;chemspider:4481064		kegg.compound:C18021	
7-Hydroxymethylchlorophyll a(HMChl a)	Metabolite	chebi:76032	""					wikidata:Q27145688	chebi:76032	inchikey:QGHLDVDZKNSEFX-VBYMZDBQSA-M	pubchem.compound:46174054			kegg.compound:C18151	
pheophytin a(phein a)	Metabolite	chebi:44898	""					wikidata:Q3382146	chebi:44898	inchikey:CQIKWXUXPNUNDV-RCBXBCQGSA-N	pubchem.compound:135398712	chemspider:5290097;chemspider:4586478;chemspider:8051817;chemspider:4938376;chemspider:8163861;chemspider:4573175;chemspider:9117191;chemspider:4508523;chemspider:4885492		kegg.compound:C05797	
chlorophyll a	Metabolite	chebi:18230	""					wikidata:Q133878	chebi:18230	inchikey:ATNHDLDRLWWWCB-AENOIHSZSA-M	pubchem.compound:16667503;pubchem.compound:12085802	chemspider:16736115	hmdb:HMDB0038578	kegg.compound:C05306	
pheophorbide b(pheide b)	Metabolite	chebi:38258	""					wikidata:Q27117432	chebi:38258	inchikey:PROPHBCDMQAJMH-DZJPEQLASA-N;inchikey:PROPHBCDMQAJMH-HSJXTSEBSA-N		chemspider:10381281	hmdb:HMDB0031149		
pheophytin b(phein b)	Metabolite	chebi:38256	""					wikidata:Q10372975	chebi:38256	inchikey:ZQGOYEJYAYJFTL-LCEKIETQSA-N		chemspider:10128152;chemspider:4678010;chemspider:5034735;chemspider:4709615;chemspider:8435582;chemspider:8638887;chemspider:9300919;chemspider:4978945			
pheophytinase(PPH) EC:3.1.1.14	GeneProduct	eccode:3.1.1.14	""												
7-hydroxymethyl chlorophyll a reductase(HCAR) EC:1.17.7.2	GeneProduct	eccode:1.17.7.2	""												
Chlorophyll b reductase (CBR)EC:1.1.1.294	GeneProduct	eccode:1.1.1.294	""												
