Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Prkdc	GeneProduct	ensembl:ENSMUSG00000022672		ensembl:ENSMUSG00000022672	ncbigene:19090		uniprot:P97313			
Xrcc5	GeneProduct	ensembl:ENSMUSG00000026187		ensembl:ENSMUSG00000026187	ncbigene:22596		uniprot:P27641			
Xrcc6	GeneProduct	ensembl:ENSMUSG00000022471		ensembl:ENSMUSG00000022471	ncbigene:14375		uniprot:E9Q4A4;uniprot:E9PZD4;uniprot:A0A0R4J187;uniprot:E9Q163;uniprot:A0A2R8VHZ9			
Xrcc6	GeneProduct	ensembl:ENSMUSG00000022471		ensembl:ENSMUSG00000022471	ncbigene:14375		uniprot:E9Q4A4;uniprot:E9PZD4;uniprot:A0A0R4J187;uniprot:E9Q163;uniprot:A0A2R8VHZ9			
Xrcc5	GeneProduct	ensembl:ENSMUSG00000026187		ensembl:ENSMUSG00000026187	ncbigene:22596		uniprot:P27641			
Prkdc	GeneProduct	ensembl:ENSMUSG00000022672		ensembl:ENSMUSG00000022672	ncbigene:19090		uniprot:P97313			
Prkdc	GeneProduct	ensembl:ENSMUSG00000022672		ensembl:ENSMUSG00000022672	ncbigene:19090		uniprot:P97313			
Xrcc4	GeneProduct	ensembl:ENSMUSG00000021615		ensembl:ENSMUSG00000021615	ncbigene:108138		uniprot:E0CY05;uniprot:A0A0R4J1Y0;uniprot:E0CZC8;uniprot:A0A0R4J024			
Nhej1	GeneProduct	ncbigene:75570		ensembl:ENSMUSG00000026162	ncbigene:75570		uniprot:Q3KNJ2;uniprot:F7BTP0			
Xrcc5	GeneProduct	ensembl:ENSMUSG00000026187		ensembl:ENSMUSG00000026187	ncbigene:22596		uniprot:P27641			
Xrcc6	GeneProduct	ensembl:ENSMUSG00000022471		ensembl:ENSMUSG00000022471	ncbigene:14375		uniprot:E9Q4A4;uniprot:E9PZD4;uniprot:A0A0R4J187;uniprot:E9Q163;uniprot:A0A2R8VHZ9			
Rad50	GeneProduct	ensembl:ENSMUSG00000020380		ensembl:ENSMUSG00000020380	ncbigene:19360		uniprot:A8Y5I3;uniprot:Q5SV02;uniprot:E9PUJ2			
Mre11a	GeneProduct	ensembl:ENSMUSG00000031928		ensembl:ENSMUSG00000031928	ncbigene:17535		uniprot:F6RX99;uniprot:Q61216;uniprot:A0A1L1SQT7;uniprot:B2KF76;uniprot:Q3URU4			
Xrcc4	GeneProduct	ensembl:ENSMUSG00000021615		ensembl:ENSMUSG00000021615	ncbigene:108138		uniprot:E0CY05;uniprot:A0A0R4J1Y0;uniprot:E0CZC8;uniprot:A0A0R4J024			
Nhej1	GeneProduct	ensembl:ENSMUSG00000026162		ensembl:ENSMUSG00000026162	ncbigene:75570		uniprot:Q3KNJ2;uniprot:F7BTP0			
Xrcc5	GeneProduct	ensembl:ENSMUSG00000026187		ensembl:ENSMUSG00000026187	ncbigene:22596		uniprot:P27641			
Xrcc6	GeneProduct	ensembl:ENSMUSG00000022471		ensembl:ENSMUSG00000022471	ncbigene:14375		uniprot:E9Q4A4;uniprot:E9PZD4;uniprot:A0A0R4J187;uniprot:E9Q163;uniprot:A0A2R8VHZ9			
Xrcc5	GeneProduct	ensembl:ENSMUSG00000026187		ensembl:ENSMUSG00000026187	ncbigene:22596		uniprot:P27641			
Xrcc6	GeneProduct	ensembl:ENSMUSG00000022471		ensembl:ENSMUSG00000022471	ncbigene:14375		uniprot:E9Q4A4;uniprot:E9PZD4;uniprot:A0A0R4J187;uniprot:E9Q163;uniprot:A0A2R8VHZ9			
Prkdc	GeneProduct	ensembl:ENSMUSG00000022672		ensembl:ENSMUSG00000022672	ncbigene:19090		uniprot:P97313			
Xrcc5	GeneProduct	ensembl:ENSMUSG00000026187		ensembl:ENSMUSG00000026187	ncbigene:22596		uniprot:P27641			
Xrcc6	GeneProduct	ensembl:ENSMUSG00000022471		ensembl:ENSMUSG00000022471	ncbigene:14375		uniprot:E9Q4A4;uniprot:E9PZD4;uniprot:A0A0R4J187;uniprot:E9Q163;uniprot:A0A2R8VHZ9			
Prkdc	GeneProduct	ensembl:ENSMUSG00000022672		ensembl:ENSMUSG00000022672	ncbigene:19090		uniprot:P97313			
Xrcc5	GeneProduct	ensembl:ENSMUSG00000026187		ensembl:ENSMUSG00000026187	ncbigene:22596		uniprot:P27641			
Xrcc6	GeneProduct	ensembl:ENSMUSG00000022471		ensembl:ENSMUSG00000022471	ncbigene:14375		uniprot:E9Q4A4;uniprot:E9PZD4;uniprot:A0A0R4J187;uniprot:E9Q163;uniprot:A0A2R8VHZ9			
Prkdc	GeneProduct	ensembl:ENSMUSG00000022672		ensembl:ENSMUSG00000022672	ncbigene:19090		uniprot:P97313			
Xrcc5	GeneProduct	ensembl:ENSMUSG00000026187		ensembl:ENSMUSG00000026187	ncbigene:22596		uniprot:P27641			
Xrcc6	GeneProduct	ensembl:ENSMUSG00000022471		ensembl:ENSMUSG00000022471	ncbigene:14375		uniprot:E9Q4A4;uniprot:E9PZD4;uniprot:A0A0R4J187;uniprot:E9Q163;uniprot:A0A2R8VHZ9			
Prkdc	GeneProduct	ensembl:ENSMUSG00000022672		ensembl:ENSMUSG00000022672	ncbigene:19090		uniprot:P97313			
Xrcc5	GeneProduct	ensembl:ENSMUSG00000026187		ensembl:ENSMUSG00000026187	ncbigene:22596		uniprot:P27641			
Xrcc6	GeneProduct	ensembl:ENSMUSG00000022471		ensembl:ENSMUSG00000022471	ncbigene:14375		uniprot:E9Q4A4;uniprot:E9PZD4;uniprot:A0A0R4J187;uniprot:E9Q163;uniprot:A0A2R8VHZ9			
Prkdc	GeneProduct	ensembl:ENSMUSG00000022672		ensembl:ENSMUSG00000022672	ncbigene:19090		uniprot:P97313			
Xrcc5	GeneProduct	ensembl:ENSMUSG00000026187		ensembl:ENSMUSG00000026187	ncbigene:22596		uniprot:P27641			
Xrcc6	GeneProduct	ensembl:ENSMUSG00000022471		ensembl:ENSMUSG00000022471	ncbigene:14375		uniprot:E9Q4A4;uniprot:E9PZD4;uniprot:A0A0R4J187;uniprot:E9Q163;uniprot:A0A2R8VHZ9			
