ID	Database	Citation
10.1016/S0076-6879(69)14005-7	DOI	"[3] Yeast fatty acid synthase. Lynen F. In: Methods in Enzymology [Internet]. Elsevier; 1969. p. 17–33. Available from: http://dx.doi.org/10.1016/S0076-6879(69)14005-7 <a href=""https://doi.org/10.1016/S0076-6879(69)14005-7"" target=""_blank"" class=""external"" rel=""nofollow"">DOI</a> <a href=""https://qlever.scholia.wiki/doi/10.1016/S0076-6879(69)14005-7"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
365179	Pubmed	"The isolation of the two subunits of yeast fatty acid synthetase. Stoops JK, Wakil SJ. Biochem Biophys Res Commun. 1978 Sep 14;84(1):225–31.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/365179"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/365179"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/365179"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
374077	Pubmed	"Studies on the multi-enzyme complex of yeast fatty-acid synthetase. Reversible dissociation and isolation of two polypeptide chains. Wieland F, Renner L, Verfürth C, Lynen F. Eur J Biochem. 1979 Feb 15;94(1):189–97.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/374077"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/374077"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/374077"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
1100391	Pubmed	"Malonyl and palmityl transferase-less mutants of the yeast fatty-acid-synthetase complex. Knobling A, Schiffmann D, Sickinger HD, Schweizer E. Eur J Biochem. 1975 Aug 15;56(2):359–67.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1100391"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1100391"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/1100391"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
1350093	Pubmed	"Cloning of the yeast FAS3 gene and primary structure of yeast acetyl-CoA carboxylase. Al-Feel W, Chirala SS, Wakil SJ. Proc Natl Acad Sci U S A. 1992 May 15;89(10):4534–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1350093"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1350093"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/1350093"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
1461729	Pubmed	"Regulatory gene INO4 of yeast phospholipid biosynthesis is positively autoregulated and functions as a transactivator of fatty acid synthase genes FAS1 and FAS2 from Saccharomyces cerevisiae. Schüller HJ, Schorr R, Hoffmann B, Schweizer E. Nucleic Acids Res. 1992 Nov 25;20(22):5955–61.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1461729"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1461729"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/1461729"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
1735446	Pubmed	"Differential proteolytic sensitivity of yeast fatty acid synthetase subunits alpha and beta contributing to a balanced ratio of both fatty acid synthetase components. Schüller HJ, Förtsch B, Rautenstrauss B, Wolf DH, Schweizer E. Eur J Biochem. 1992 Feb 1;203(3):607–14.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/1735446"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/1735446"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/1735446"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
3528750	Pubmed	"The pentafunctional FAS1 gene of yeast: its nucleotide sequence and order of the catalytic domains. Schweizer M, Roberts LM, Höltke HJ, Takabayashi K, Höllerer E, Hoffmann B, et al. Mol Gen Genet. 1986 Jun;203(3):479–86.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/3528750"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/3528750"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/3528750"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7649444	Pubmed	"The gene encoding the biotin-apoprotein ligase of Saccharomyces cerevisiae. Cronan JE Jr, Wallace JC. FEMS Microbiol Lett. 1995 Aug 1;130(2–3):221–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7649444"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7649444"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/7649444"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7862526	Pubmed	"Yeast transcriptional activator INO2 interacts as an Ino2p/Ino4p basic helix-loop-helix heteromeric complex with the inositol/choline-responsive element necessary for expression of phospholipid biosynthetic genes in Saccharomyces cerevisiae. Schwank S, Ebbert R, Rautenstrauss K, Schweizer E, Schüller HJ. Nucleic Acids Res. 1995 Jan 25;23(2):230–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7862526"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7862526"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://qlever.scholia.wiki/pubmed/7862526"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
