Label	Type	ID	Database	
cacnb1	GeneProduct	ENSDARG00000002167	Ensembl
calm1b	GeneProduct	ENSDARG00000034187	Ensembl
camk2g1	GeneProduct	ENSDARG00000071395	Ensembl
ATP	Metabolite	1927-31-7	CAS
RYR2	GeneProduct	ENSDARG00000098856	Ensembl
rgs6	GeneProduct	ENSDARG00000015627	Ensembl
ADCY4	GeneProduct		
gng2	GeneProduct	ENSDARG00000056831	Ensembl
adcy1b	GeneProduct	ENSDARG00000088634	Ensembl
camk2a	GeneProduct	ENSDARG00000053617	Ensembl
ATP	Metabolite	1927-31-7	CAS
prkcbb	GeneProduct	ENSDARG00000022254	Ensembl
Epinephrine	Metabolite	HMDB0000068	HMDB
ATP	Metabolite	1927-31-7	CAS
cacna1ea	GeneProduct	ENSDARG00000062346	Ensembl
gng13b	GeneProduct	ENSDARG00000037921	Ensembl
si:ch211-117l17.5	GeneProduct	ENSDARG00000100835	Ensembl
atp2b1a	GeneProduct	ENSDARG00000012684	Ensembl
prkacab	GeneProduct	ENSDARG00000016809	Ensembl
Na+	Metabolite	HMDB0000588	HMDB
gnai2b	GeneProduct	ENSDARG00000017294	Ensembl
atp2a3	GeneProduct	ENSDARG00000060978	Ensembl
atp2b3a	GeneProduct	ENSDARG00000043474	Ensembl
Acetylcholine	Metabolite	51-84-3	CAS
gja5a	GeneProduct	ENSDARG00000040065	Ensembl
plcb3	GeneProduct	ENSDARG00000068246	Ensembl
adra1ab	GeneProduct	ENSDARG00000027638	Ensembl
GNB4	GeneProduct	ENSDARG00000019278	Ensembl
si:ch211-270g19.5	GeneProduct	ENSDARG00000097256	Ensembl
rgs20	GeneProduct	ENSDARG00000038859	Ensembl
GJA9 (1 of many)	GeneProduct	ENSDARG00000069830	Ensembl
CALM2	GeneProduct		
prkacba	GeneProduct	ENSDARG00000001782	Ensembl
ryr1b	GeneProduct	ENSDARG00000023797	Ensembl
camk4	GeneProduct	ENSDARG00000005372	Ensembl
Pi	Metabolite	HMDB0001429	HMDB
adcy5	GeneProduct	ENSDARG00000091342	Ensembl
pkib	GeneProduct	ENSDARG00000053110	Ensembl
arrb2b	GeneProduct	ENSDARG00000011545	Ensembl
RGS10	GeneProduct		
adra1d	GeneProduct	ENSDARG00000024101	Ensembl
adrb1	GeneProduct	ENSDARG00000007490	Ensembl
RGS14	GeneProduct	ENSDARG00000060200	Ensembl
IP4	Metabolite	CHEBI:16783	ChEBI
DAG	Metabolite		
cacna1sb	GeneProduct	ENSDARG00000042552	Ensembl
chrm4a	GeneProduct	ENSDARG00000069254	Ensembl
chrm2b	GeneProduct	ENSDARG00000029994	Ensembl
cacna1c	GeneProduct	ENSDARG00000008398	Ensembl
IP3	Metabolite	388562	Chemspider
GJC1	GeneProduct	ENSDARG00000077563	Ensembl
KCNB1	GeneProduct		
adcy2b	GeneProduct	ENSDARG00000014588	Ensembl
cx43	GeneProduct	ENSDARG00000041799	Ensembl
itpr2	GeneProduct	ENSDARG00000011909	Ensembl
PRKAR1B (1 of many)	GeneProduct	ENSDARG00000098642	Ensembl
cfap74	GeneProduct	ENSDARG00000075917	Ensembl
camk2d1	GeneProduct	ENSDARG00000043010	Ensembl
gnb3a	GeneProduct	ENSDARG00000004358	Ensembl
cacna1aa	GeneProduct	ENSDARG00000037905	Ensembl
kcnj3b	GeneProduct	ENSDARG00000062217	Ensembl
rgs5a	GeneProduct	ENSDARG00000002644	Ensembl
ywhaba	GeneProduct	ENSDARG00000013078	Ensembl
gnb5a	GeneProduct	ENSDARG00000099685	Ensembl
kcnj5	GeneProduct	ENSDARG00000061014	Ensembl
ADP	Metabolite	58-64-0	CAS
YWHAZ	GeneProduct		
ywhah	GeneProduct	ENSDARG00000005560	Ensembl
gja3	GeneProduct	ENSDARG00000021889	Ensembl
itpr1b	GeneProduct	ENSDARG00000074149	Ensembl
atp2b2	GeneProduct	ENSDARG00000063433	Ensembl
cx35.4	GeneProduct	ENSDARG00000042866	Ensembl
cx34.4	GeneProduct	ENSDARG00000075854	Ensembl
ywhaqb	GeneProduct	ENSDARG00000023323	Ensembl
