Label	Type	ID	Database	
LOC100149388	GeneProduct	100149388	Entrez Gene
YWHAQ	GeneProduct		
jun	GeneProduct	335916	Entrez Gene
jun	GeneProduct	335916	Entrez Gene
fos	GeneProduct	394198	Entrez Gene
cish	GeneProduct	767678	Entrez Gene
DOCK2	GeneProduct	571408	Entrez Gene
ripk2	GeneProduct	373874	Entrez Gene
LIME1	GeneProduct		
zgc:110844	GeneProduct	541489	Entrez Gene
LNK	GeneProduct		
oxsr1a	GeneProduct	568602	Entrez Gene
HDAC7A	GeneProduct		
STAT5A	GeneProduct		
STAT5B	GeneProduct		
LIME1	GeneProduct		
HDAC7A	GeneProduct		
braf	GeneProduct	403065	Entrez Gene
ptk2bb	GeneProduct	245950	Entrez Gene
ptprja	GeneProduct	559679	Entrez Gene
CD3E	GeneProduct		
