Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Phosphatidylcholine	Metabolite	chebi:49183	""					wikidata:Q75026757	chebi:49183						
Pyruvate from Glycolysis	Metabolite	chebi:15361	""					wikidata:Q27089397	chebi:15361	inchikey:LCTONWCANYUPML-UHFFFAOYSA-M	pubchem.compound:107735	chemspider:96901			
Phosphorylcholine	Metabolite	hmdb:HMDB0001565	""						chebi:18132	inchikey:YHHSONZFOIEMCP-UHFFFAOYSA-O	pubchem.compound:1014	chemspider:989	hmdb:HMDB0001565	kegg.compound:C00588	
Acetate	Metabolite	chebi:30089	""					wikidata:Q9154808	chebi:30089	inchikey:QTBSBXVTEAMEQO-UHFFFAOYSA-M	pubchem.compound:175	chemspider:170			
Acetylcholine	Metabolite	hmdb:HMDB0000895	""						chebi:15355	inchikey:OIPILFWXSMYKGL-UHFFFAOYSA-N	pubchem.compound:187	chemspider:182	hmdb:HMDB0000895	kegg.compound:C01996	
Acetyl-CoA	Metabolite	hmdb:HMDB0001206	""						chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N	pubchem.compound:444493	chemspider:392413	hmdb:HMDB0001206	kegg.compound:C00024	
Cytidine Diphosphate Choline	Metabolite	chebi:16436	""					wikidata:Q28529682	chebi:16436	inchikey:RZZPDXZPRHQOCG-OJAKKHQRSA-N	pubchem.compound:76963096;pubchem.compound:11583971;pubchem.compound:13804	chemspider:13207	hmdb:HMDB0001413	kegg.compound:C00307	
Phosphatidylethanolamine	Metabolite	chebi:16038	""					wikidata:Q426095	chebi:16038						
Choline	Metabolite	hmdb:HMDB0000097	""						chebi:15354	inchikey:OEYIOHPDSNJKLS-UHFFFAOYSA-N	pubchem.compound:305	chemspider:299	hmdb:HMDB0000097	kegg.compound:C00114	
Glycerophosphocholine	Metabolite	chebi:16870	""					wikidata:Q28529699	chebi:16870	inchikey:SUHOQUVVVLNYQR-MRVPVSSYSA-N	pubchem.compound:657272	chemspider:571409	hmdb:HMDB0000086	kegg.compound:C00670	
Pcyt1a	GeneProduct	ncbigene:140544	""	ensembl:ENSRNOG00000001762	ncbigene:140544		uniprot:P19836								
Pdha1	GeneProduct	ncbigene:29554	""	ensembl:ENSRNOG00000025383	ncbigene:29554		uniprot:A0A0G2JW90;uniprot:A0A8I6GKV6;uniprot:F7FKI5								
Ahsg	GeneProduct	ncbigene:25373	""	ensembl:ENSRNOG00000038370	ncbigene:25373		uniprot:A0A8I5Y586;uniprot:Q7TP75;uniprot:A0A8I5ZY55;uniprot:P24090;uniprot:F1LM19								
Ache	GeneProduct	ncbigene:83817	""	ensembl:ENSRNOG00000050841	ncbigene:83817		uniprot:M0R4A5;uniprot:Q505J2								
Chat	GeneProduct	ensembl:ENSRNOG00000025012	""	ensembl:ENSRNOG00000025012	ncbigene:290567										
Pemt	GeneProduct	ncbigene:25511	""	ensembl:ENSRNOG00000054423	ncbigene:25511		uniprot:A0A8I6AJS4;uniprot:A0A8L2RBC3;uniprot:A0A8I6GAY9								
Pdha2	GeneProduct	ncbigene:117098	""												
