Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
SLC25A20	GeneProduct	ncbigene:393833	""	ensembl:ENSDARG00000040401	ncbigene:393833		uniprot:Q6P5K6								
acadl	GeneProduct	ncbigene:394156	""	ensembl:ENSDARG00000088357	ncbigene:394156		uniprot:A3KQR0								
zgc:92400	GeneProduct	ncbigene:445288	""	ensembl:ENSDARG00000030781	ncbigene:445288		uniprot:F1Q783;uniprot:F1QRI9;uniprot:Q6AXI7								
zgc:77526	GeneProduct	ncbigene:404600	""												
zgc:101627	GeneProduct	ncbigene:492806	""												
zgc:77634	GeneProduct	ncbigene:393839	""	ensembl:ENSDARG00000012194	ncbigene:393839		uniprot:Q6P4V5								
zgc:112155	GeneProduct	ncbigene:550422	""	ensembl:ENSDARG00000055976	ncbigene:550422		uniprot:Q567C7								
HADHA	GeneProduct	ncbigene:553401	"similiar to: ECHA_RAT"	ensembl:ENSDARG00000057128	ncbigene:553401		uniprot:A7YT47								
ACSL3	GeneProduct	ncbigene:559656	""	ensembl:ENSDARG00000014674	ncbigene:559656		uniprot:B0S5C4								
acadm	GeneProduct	ncbigene:406283	""	ensembl:ENSDARG00000038900	ncbigene:406283		uniprot:A2CG94;uniprot:A2CG95								
zgc:86777	GeneProduct	ncbigene:445121	""	ensembl:ENSDARG00000030765	ncbigene:445121		uniprot:Q6DI22								
DCI	GeneProduct	ncbigene:334101	""	ensembl:ENSDARG00000018002	ncbigene:334101		uniprot:F1QX93								
acsl4	GeneProduct	ncbigene:393622	""	ensembl:ENSDARG00000004078	ncbigene:393622		uniprot:F1R452								
ACSL1	GeneProduct	ncbigene:555308	""	ensembl:ENSDARG00000030514	ncbigene:555308		uniprot:B8JK22;uniprot:B8JK23								
zgc:64067	GeneProduct	ncbigene:322180	""												
