Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
3-trans-decenoyl-CoA	Metabolite	chebi:29126	""					wikidata:Q27109955	chebi:29126	inchikey:CQGVNMQHZQJNII-ZJZQAHHTSA-N	pubchem.compound:16019966	chemspider:13148715	hmdb:HMDB0002137		lipidmaps:LMFA07050386
2-trans-4-cis-decadienoyl-CoA	Metabolite	chebi:29119	""					wikidata:Q27109952	chebi:29119	inchikey:FASAKYLWSRDQOH-IMVFQKDNSA-N	pubchem.compound:6444117	chemspider:4948054	hmdb:HMDB0062344		lipidmaps:LMFA07050110
cis,cis-3,6-Dodecadienoyl-CoA	Metabolite	chebi:28002	""					wikidata:Q27103451	chebi:28002	inchikey:KEPSPLQXVPROMK-ASJCJLDXSA-N;inchikey:KEPSPLQXVPROMK-GXFXHJQUSA-N	pubchem.compound:5280771;pubchem.compound:11966165	chemspider:4444337;chemspider:10140158	hmdb:HMDB0003952	kegg.compound:C05280	lipidmaps:LMFA07050295
Linoleoyl-CoA	Metabolite	chebi:15530	""					wikidata:Q27098082	chebi:15530	inchikey:YECLLIMZHNYFCK-RRNJGNTNSA-N	pubchem.compound:5497112	chemspider:4593690	hmdb:HMDB0001064	kegg.compound:C02050	lipidmaps:LMFA07050343
trans-Dec-2-enoyl-CoA	Metabolite	chebi:10723	""					wikidata:Q27108673	chebi:10723	inchikey:MGNBGCRQQFMNBM-YJHHLLFWSA-N;inchikey:MGNBGCRQQFMNBM-VHTAIFHGSA-N	pubchem.compound:24883423;pubchem.compound:5280768	chemspider:4444334;chemspider:21864765	hmdb:HMDB0003948	kegg.compound:C05275	lipidmaps:LMFA07050391
trans,cis-Lauro-2,6-dienoyl-CoA	Metabolite	chebi:28387	""					wikidata:Q27103668	chebi:28387	inchikey:BNPQDIKRZDRREL-GQUYLXGASA-N	pubchem.compound:11966194	chemspider:10140187	hmdb:HMDB0062630;hmdb:HMDB0011123	kegg.compound:C05279	lipidmaps:LMFA07050111
Acetyl-CoA	Metabolite	hmdb:HMDB0001206	""						chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N	pubchem.compound:444493	chemspider:392413	hmdb:HMDB0001206	kegg.compound:C00024	
T08B2.7	GeneProduct	ncbigene:172310	""	ensembl:WBGene00020347	ncbigene:172310		uniprot:Q9BIC3;uniprot:Q9GYT0								
F53C11.3	GeneProduct	ncbigene:179872	""	ensembl:WBGene00009973	ncbigene:179872		uniprot:Q93761								
B0303.3	GeneProduct	ncbigene:176216	""	ensembl:WBGene00015125	ncbigene:176216		uniprot:P34255								
T08G2.3	GeneProduct	ncbigene:181757	""												
