Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Ca2+	Metabolite	hmdb:HMDB0000464							chebi:29108;chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N
Ins(1,4,5)P3	Metabolite	hmdb:HMDB0001498							chebi:16595;chebi:16595	inchikey:MMWCIQZXVOZEGG-XJTPDSDZSA-N
DAG	Metabolite	hmdb:HMDB0007009								inchikey:YXMZUGRMRIHNJM-YFILLSJLSA-N
Ang-II	Metabolite	hmdb:HMDB0001035							chebi:2719;chebi:2719	inchikey:CZGUSIXMZVURDU-JZXHSEFVSA-N
cGMP	Metabolite	hmdb:HMDB0001314							chebi:16356;chebi:16356	inchikey:ZOOGRGPOEVQQDX-UUOKFMHZSA-N
Ca2+	Metabolite	hmdb:HMDB0000464							chebi:29108;chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N
MAP3K1	GeneProduct	ensembl:ENSBTAG00000013790	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:4214	ensembl:ENSBTAG00000013790	ncbigene:523962		uniprot:E1B847			
GUCA1A	GeneProduct	ensembl:ENSBTAG00000012823	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:2978							
MAP3K7	GeneProduct	ensembl:ENSBTAG00000002625	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:6885	ensembl:ENSBTAG00000002625	ncbigene:529146		uniprot:A0A3Q1NDP1;uniprot:A0A3Q1LPM7;uniprot:A2VDU3			
PLA2G2A	GeneProduct	ensembl:ENSBTAG00000005759	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5320	ensembl:ENSBTAG00000005759	ncbigene:507201		uniprot:Q56JZ2			
PPP3CA	GeneProduct	ensembl:ENSBTAG00000016005	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5530	ensembl:ENSBTAG00000016005	ncbigene:286852		uniprot:P48452;uniprot:A0A3Q1M4S3;uniprot:A0A3Q1MTH2			
CAMK2D	GeneProduct	ensembl:ENSBTAG00000014463	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:817	ensembl:ENSBTAG00000014463	ncbigene:532713		uniprot:A0A3Q1M9V1;uniprot:A0A3Q1LX06;uniprot:A0A3S5ZPT6;uniprot:A0A3Q1M647;uniprot:A0A3Q1LT34;uniprot:Q2HJF7			
MEF2A	GeneProduct	ensembl:ENSBTAG00000010649	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:4205	ensembl:ENSBTAG00000010649	ncbigene:407231		uniprot:A2VDZ3;uniprot:A0A3Q1MDU1;uniprot:A0A3Q1MPA6			
PRKCA	GeneProduct	ensembl:ENSBTAG00000001061	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5578	ensembl:ENSBTAG00000001061	ncbigene:282001		uniprot:F1MJX9;uniprot:A0A3Q1MB84;uniprot:A0A3Q1MQ80			
PRKD1	GeneProduct	ensembl:ENSBTAG00000012789	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5587	ensembl:ENSBTAG00000012789	ncbigene:533270		uniprot:F1MWF5;uniprot:A0A3Q1N9F5			
PRKG1	GeneProduct	ensembl:ENSBTAG00000018404	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5592	ensembl:ENSBTAG00000018404	ncbigene:282004		uniprot:P00516			
NFATC2	GeneProduct	ensembl:ENSBTAG00000018270	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:4773	ensembl:ENSBTAG00000018270	ncbigene:530401		uniprot:A0A3Q1LMQ6;uniprot:F1MGR9;uniprot:A0A3Q1N525			
NFATC2	GeneProduct	ensembl:ENSBTAG00000018270	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:4773	ensembl:ENSBTAG00000018270	ncbigene:530401		uniprot:A0A3Q1LMQ6;uniprot:F1MGR9;uniprot:A0A3Q1N525			
MAP4K1	GeneProduct	ensembl:ENSBTAG00000021145	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:11184	ensembl:ENSBTAG00000021145	ncbigene:522002		uniprot:F6QW43;uniprot:A0A3Q1MRS0;uniprot:A0A3Q1NJ46;uniprot:A0A3Q1NI20;uniprot:E1BH31			
MAPK8	GeneProduct	ensembl:ENSBTAG00000007876	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5599	ensembl:ENSBTAG00000007876	ncbigene:539941		uniprot:A0A3Q1MG18;uniprot:F1MM73;uniprot:A0A3Q1NK45;uniprot:A0A3Q1LWJ8			
