Label	Type	ID	Database	Comment
KE66: Activation, ChREBP	Event	66	aop.events:66	
KE228: demethylation, PPARg promoter	Event	228	aop.events:228	
KE291: Accumulation, Triglyceride	Event	291	aop.events:291	
KE466: Up Regulation, LDLR (low density lipoprotein receptor)	Event	466	aop.events:466	
Lipid Metabolism Pathway	Pathway	WP3965	wikipathways:WP3965	
KE258: Activation, SCD-1	Event	258	aop.events:258	
KE116: Activation, FAS	Event	116	aop.events:116	
NRF2 pathway	Pathway	WP2884	wikipathways:WP2884	
Mitochondrial LC-Fatty Acid Beta-Oxidation	Pathway	WP368	wikipathways:WP368	
KE860: Decreased, Mitochondrial Fatty Acid Beta Oxidation	Event	860	aop.events:860	
Liver X Receptor Pathway	Pathway	WP2874	wikipathways:WP2874	
Farnesoid X Receptor Pathway	Pathway	WP2879	wikipathways:WP2879	
KE54 Up Regulation, CD36	Event	54	aop.events:54	
KE474: Down Regulation, HMGCS2	Event	474	aop.events:474	
KE345: Liver steatosis	Event	345	aop.events:345	
KE245: Activation, PXR/SXR	Event	245	aop.events:245	
KE227: Activation, PPARα	Event	227	aop.events:227	
PPAR Alpha Pathway	Pathway	WP2878	wikipathways:WP2878	
KE232: Decreased, PPAR-beta activation	Event	232	aop.events:232	
KE264: Activation, SREBP-1c	Event	264	aop.events:264	
KE471: Inhibition, FoxA2	Event	471	aop.events:471	
KE115: Increase, FA Influx	Event	115	aop.events:115	
Aryl Hydrocarbon Receptor Netpath	Pathway	WP2586	wikipathways:WP2586	
KE472: Down Regulation, CPT1A	Event	472	aop.events:472	
Branched-chain amino acid catabolism	Pathway	WP3556	wikipathways:WP3556	
Metabolic pathway of LDL	Pathway	WP4522	wikipathways:WP4522	
KE18: Activation, AhR	Event	18	aop.events:18	
KE1214: Altered gene expression specific to CAR activation, Hepatocytes	Event	1214	aop.events:1214	
Angiopoietin Like Protein 8 Regulatory Pathway	Pathway	WP3915	wikipathways:WP3915	
Cholesterol metabolism	Pathway	WP4718	wikipathways:WP4718	
KE167: Activation, LXR	Event	167	aop.events:167	
Pregnane X Receptor pathway	Pathway	WP2876	wikipathways:WP2876	
KE10106: Fatty Acid Lysis	Event	10106	aop.events:10106	
Constitutive Androstane Receptor Pathway	Pathway	WP2875	wikipathways:WP2875	
KE140: Decreased, HSD17B10 expression	Event	140	aop.events:140	
AMP-activated Protein Kinase (AMPK) Signaling	Pathway	WP1403	wikipathways:WP1403	
KE89: Synthesis, De Novo FA	Event	89	aop.events:89	
Sterol Regulatory Element-Binding Proteins (SREBP) signalling	Pathway	WP1982	wikipathways:WP1982	
KE478: Activation, NRF2	Event	478	aop.events:478	
KE479: Activation, NR1H4	Event	479	aop.events:479	
Fatty acid transporters	Pathway	WP5061	wikipathways:WP5061	
Fatty Acid Biosynthesis	Pathway	WP357	wikipathways:WP357	
PPAR Gamma Pathway	Pathway	WP5071	wikipathways:WP5071	
PPAR Beta/Delta pathway	Pathway	WP5073	wikipathways:WP5073	
Foxa2 Pathway	Pathway	WP5066	wikipathways:WP5066	
