Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
ThPP	Metabolite	kegg.compound:C00068	""					wikidata:Q415003	chebi:9532	inchikey:AYEKOFBPNLCAJY-UHFFFAOYSA-O	pubchem.compound:1132	chemspider:1100	hmdb:HMDB0001372	kegg.compound:C00068	
Pyruvate	Metabolite	kegg.compound:C00022	""					wikidata:Q213580	chebi:32816	inchikey:LCTONWCANYUPML-UHFFFAOYSA-N	pubchem.compound:1060	chemspider:1031	hmdb:HMDB0000243	kegg.compound:C00022	lipidmaps:LMFA01060077
Isocitrate	Metabolite	kegg.compound:C00311	""					wikidata:Q288927	chebi:30887	inchikey:ODBLHEXUDAPZAU-UHFFFAOYSA-N	pubchem.compound:1198	chemspider:1161	hmdb:HMDB0000193	kegg.compound:C00311	
Acetyl-CoA	Metabolite	kegg.compound:C00024	""					wikidata:Q715317	chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N	pubchem.compound:444493	chemspider:392413	hmdb:HMDB0001206	kegg.compound:C00024	lipidmaps:LMFA07050281
2-Hydroxy-ethyl-ThPP	Metabolite	kegg.compound:C05125	""					wikidata:Q27105387	chebi:978	inchikey:RRUVJGASJONMDY-UHFFFAOYSA-O	pubchem.compound:440568	chemspider:389468	hmdb:HMDB0003904	kegg.compound:C05125	
Oxalosuccinate	Metabolite	kegg.compound:C05379	""					wikidata:Q424172	chebi:44712;chebi:7815	inchikey:UFSCUAXLTRFIDC-UHFFFAOYSA-N;inchikey:UFSCUAXLTRFIDC-REOHCLBHSA-N	pubchem.compound:972	chemspider:947;chemspider:4593408	hmdb:HMDB0003974;hmdb:HMDB0304444	kegg.compound:C05379	
Citrate	Metabolite	kegg.compound:C00158	""					wikidata:Q159683	chebi:30769	inchikey:KRKNYBCHXYNGOX-UHFFFAOYSA-N	pubchem.compound:311	chemspider:305	hmdb:HMDB0000094	kegg.compound:C00158	
Succinate	Metabolite	kegg.compound:C00042	""					wikidata:Q213050	chebi:15741	inchikey:KDYFGRWQOYBRFD-UHFFFAOYSA-N	pubchem.compound:1110;pubchem.compound:1738118;pubchem.compound:21952380	chemspider:1078	hmdb:HMDB0000254	kegg.compound:C00042	lipidmaps:LMFA01170043
Oxaloacetate	Metabolite	kegg.compound:C00036	""					wikidata:Q408658	chebi:30744	inchikey:KHPXUQMNIQBQEV-UHFFFAOYSA-N	pubchem.compound:970	chemspider:945	hmdb:HMDB0000223	kegg.compound:C00036	lipidmaps:LMFA01170120
Dihydro-lipoamide-E	Metabolite	chebi:80219	""					wikidata:Q114831423	chebi:80219					kegg.compound:C15973	
