ID	Database	Citation
10024882	Pubmed	"Reconstitution of the transcription factor TFIIH: assignment of functions for the three enzymatic subunits, XPB, XPD, and cdk7. Tirode F, Busso D, Coin F, Egly JM. Mol Cell. 1999 Jan;3(1):87–95.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10024882"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10024882"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10024882"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10199401	Pubmed	"NELF, a multisubunit complex containing RD, cooperates with DSIF to repress RNA polymerase II elongation. Yamaguchi Y, Takagi T, Wada T, Yano K, Furuya A, Sugimoto S, et al. Cell. 1999 Apr 2;97(1):41–51.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10199401"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10199401"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10199401"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12612062	Pubmed	"Human transcription elongation factor NELF: identification of novel subunits and reconstitution of the functionally active complex. Narita T, Yamaguchi Y, Yano K, Sugimoto S, Chanarat S, Wada T, et al. Mol Cell Biol. 2003 Mar;23(6):1863–73.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12612062"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12612062"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12612062"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22692537	Pubmed	"Fcp1-dependent dephosphorylation is required for M-phase-promoting factor inactivation at mitosis exit. Visconti R, Palazzo L, Della Monica R, Grieco D. Nat Commun. 2012 Jun 12;3:894.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22692537"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22692537"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22692537"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23150253	Pubmed	"Basic mechanisms in RNA polymerase I transcription of the ribosomal RNA genes. Goodfellow SJ, Zomerdijk JCBM. Subcell Biochem. 2013;61:211–36.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23150253"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23150253"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23150253"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25693131	Pubmed	"The Mediator complex: a central integrator of transcription. Allen BL, Taatjes DJ. Nat Rev Mol Cell Biol. 2015 Mar;16(3):155–66.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25693131"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25693131"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25693131"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27007846	Pubmed	"Structure of promoter-bound TFIID and model of human pre-initiation complex assembly. Louder RK, He Y, López-Blanco JR, Fang J, Chacón P, Nogales E. Nature. 2016 Mar 31;531(7596):604–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27007846"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27007846"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27007846"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
30894545	Pubmed	"Functional interplay between TFIIH and KAT2A regulates higher-order chromatin structure and class II gene expression. Sandoz J, Nagy Z, Catez P, Caliskan G, Geny S, Renaud JB, et al. Nat Commun. 2019 Mar 20;10(1):1288.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/30894545"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/30894545"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/30894545"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
33443317	Pubmed	"MED27 Variants Cause Developmental Delay, Dystonia, and Cerebellar Hypoplasia. Meng L, Isohanni P, Shao Y, Graham BH, Hickey SE, Brooks S, et al. Ann Neurol. 2021 Apr;89(4):828–33.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/33443317"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/33443317"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/33443317"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
35725906	Pubmed	"The Mediator complex as a master regulator of transcription by RNA polymerase II. Richter WF, Nayak S, Iwasa J, Taatjes DJ. Nat Rev Mol Cell Biol. 2022 Nov;23(11):732–49.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/35725906"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/35725906"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/35725906"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
